ensembl_gene_id,druggability_tier,hgnc_names,chr_b37,start_b37,end_b37,strand,description,no_of_gwas_regions,small_mol_druggable,bio_druggable,adme_gene
ENSG00000196188,Tier 1,CTSE,1,206317459,206332104,1,cathepsin E [Source:HGNC Symbol;Acc:2530],0,Y,Y,N
ENSG00000196218,Tier 1,RYR1,19,38924339,39078204,1,ryanodine receptor 1 (skeletal) [Source:HGNC Symbol;Acc:10483],0,Y,N,N
ENSG00000196230,Tier 1,TUBB,6,30687978,30693203,1,"tubulin, beta class I [Source:HGNC Symbol;Acc:20778]",12,Y,Y,N
ENSG00000196262,Tier 1,PPIA,7,44836279,44864163,1,peptidylprolyl isomerase A (cyclophilin A) [Source:HGNC Symbol;Acc:9253],0,Y,Y,N
ENSG00000196305,Tier 1,IARS,9,94972489,95056038,-1,isoleucyl-tRNA synthetase [Source:HGNC Symbol;Acc:5330],0,Y,N,N
ENSG00000196344,Tier 1,ADH7,4,100333418,100356894,-1,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [Source:HGNC Symbol;Acc:256]",1,Y,Y,Y
ENSG00000196352,Tier 1,CD55,1,207494853,207534311,1,"CD55 molecule, decay accelerating factor for complement (Cromer blood group) [Source:HGNC Symbol;Acc:2665]",0,N,Y,N
ENSG00000196411,Tier 1,EPHB4,7,100400187,100425121,-1,EPH receptor B4 [Source:HGNC Symbol;Acc:3395],3,Y,N,N
ENSG00000196468,Tier 1,FGF16,X,76709648,76712769,1,fibroblast growth factor 16 [Source:HGNC Symbol;Acc:3672],0,Y,Y,N
ENSG00000196498,Tier 1,NCOR2,12,124808961,125052135,-1,nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:7673],0,Y,N,N
ENSG00000196502,Tier 1,SULT1A1,16,28616903,28634946,-1,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1 [Source:HGNC Symbol;Acc:11453]",12,N,N,Y
ENSG00000196517,Tier 1,SLC6A9,1,44457172,44497139,-1,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9 [Source:HGNC Symbol;Acc:11056]",0,Y,N,N
ENSG00000196549,Tier 1,MME,3,154741913,154901497,1,membrane metallo-endopeptidase [Source:HGNC Symbol;Acc:7154],0,Y,Y,N
ENSG00000196557,Tier 1,CACNA1H,16,1203241,1271771,1,"calcium channel, voltage-dependent, T type, alpha 1H subunit [Source:HGNC Symbol;Acc:1395]",0,Y,N,N
ENSG00000196569,Tier 1,LAMA2,6,129204342,129837714,1,"laminin, alpha 2 [Source:HGNC Symbol;Acc:6482]",2,N,Y,N
ENSG00000196591,Tier 1,HDAC2,6,114254192,114332472,-1,histone deacetylase 2 [Source:HGNC Symbol;Acc:4853],0,Y,N,N
ENSG00000196611,Tier 1,MMP1,11,102660651,102668891,-1,matrix metallopeptidase 1 (interstitial collagenase) [Source:HGNC Symbol;Acc:7155],0,Y,Y,N
ENSG00000196616,Tier 1,ADH1B,4,100226121,100242558,-1,"alcohol dehydrogenase 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:250]",5,Y,N,Y
ENSG00000196620,Tier 1,UGT2B15,4,69512348,69536346,-1,"UDP glucuronosyltransferase 2 family, polypeptide B15 [Source:HGNC Symbol;Acc:12546]",1,N,N,Y
ENSG00000196639,Tier 1,HRH1,3,11178779,11305243,1,histamine receptor H1 [Source:HGNC Symbol;Acc:5182],0,Y,N,N
ENSG00000196664,Tier 1,TLR7,X,12885202,12908499,1,toll-like receptor 7 [Source:HGNC Symbol;Acc:15631],0,Y,N,N
ENSG00000196689,Tier 1,TRPV1,17,3468738,3500392,-1,"transient receptor potential cation channel, subfamily V, member 1 [Source:HGNC Symbol;Acc:12716]",0,Y,N,N
ENSG00000196730,Tier 1,DAPK1,9,90112143,90323548,1,death-associated protein kinase 1 [Source:HGNC Symbol;Acc:2674],0,Y,N,N
ENSG00000196811,Tier 1,CHRNG,2,233404437,233411113,1,"cholinergic receptor, nicotinic, gamma (muscle) [Source:HGNC Symbol;Acc:1967]",2,Y,N,N
ENSG00000196839,Tier 1,ADA,20,43248163,43280874,-1,adenosine deaminase [Source:HGNC Symbol;Acc:186],0,Y,Y,N
ENSG00000196876,Tier 1,SCN8A,12,51984050,52206648,1,"sodium channel, voltage gated, type VIII, alpha subunit [Source:HGNC Symbol;Acc:10596]",0,Y,N,N
ENSG00000196878,Tier 1,LAMB3,1,209788215,209825811,-1,"laminin, beta 3 [Source:HGNC Symbol;Acc:6490]",0,N,Y,N
ENSG00000197122,Tier 1,SRC,20,35973088,36034453,1,v-src avian sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog [Source:HGNC Symbol;Acc:11283],0,Y,N,N
ENSG00000197150,Tier 1,ABCB8,7,150725510,150744869,1,"ATP-binding cassette, sub-family B (MDR/TAP), member 8 [Source:HGNC Symbol;Acc:49]",0,Y,N,Y
ENSG00000197165,Tier 1,SULT1A2,16,28603264,28608430,-1,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2 [Source:HGNC Symbol;Acc:11454]",12,N,N,Y
ENSG00000197208,Tier 1,SLC22A4,5,131630136,131679899,1,"solute carrier family 22 (organic cation/zwitterion transporter), member 4 [Source:HGNC Symbol;Acc:10968]",21,Y,N,Y
ENSG00000197299,Tier 1,BLM,15,91260558,91358859,1,"Bloom syndrome, RecQ helicase-like [Source:HGNC Symbol;Acc:1058]",0,Y,N,N
ENSG00000197375,Tier 1,SLC22A5,5,131705444,131731306,1,"solute carrier family 22 (organic cation/carnitine transporter), member 5 [Source:HGNC Symbol;Acc:10969]",21,Y,N,Y
ENSG00000197386,Tier 1,HTT,4,3076408,3245676,1,huntingtin [Source:HGNC Symbol;Acc:4851],0,Y,N,N
ENSG00000197408,Tier 1,CYP2B6,19,41497204,41524303,1,"cytochrome P450, family 2, subfamily B, polypeptide 6 [Source:HGNC Symbol;Acc:2615]",0,Y,N,Y
ENSG00000197442,Tier 1,MAP3K5,6,136878185,137113656,-1,mitogen-activated protein kinase kinase kinase 5 [Source:HGNC Symbol;Acc:6857],0,Y,N,N
ENSG00000197446,Tier 1,CYP2F1,19,41620337,41634271,1,"cytochrome P450, family 2, subfamily F, polypeptide 1 [Source:HGNC Symbol;Acc:2632]",0,Y,N,Y
ENSG00000197448,Tier 1,GSTK1,7,142941186,142967947,1,glutathione S-transferase kappa 1 [Source:HGNC Symbol;Acc:16906],0,Y,Y,Y
ENSG00000197506,Tier 1,SLC28A3,9,86890372,86955672,-1,"solute carrier family 28 (concentrative nucleoside transporter), member 3 [Source:HGNC Symbol;Acc:16484]",0,N,N,Y
ENSG00000197561,Tier 1,ELANE,19,851014,856242,1,"elastase, neutrophil expressed [Source:HGNC Symbol;Acc:3309]",0,Y,Y,N
ENSG00000197616,Tier 1,MYH6,14,23851199,23877486,-1,"myosin, heavy chain 6, cardiac muscle, alpha [Source:HGNC Symbol;Acc:7576]",3,N,Y,N
ENSG00000197635,Tier 1,DPP4,2,162848751,162931052,-1,dipeptidyl-peptidase 4 [Source:HGNC Symbol;Acc:3009],2,Y,Y,N
ENSG00000197646,Tier 1,PDCD1LG2,9,5510545,5571282,1,programmed cell death 1 ligand 2 [Source:HGNC Symbol;Acc:18731],0,N,Y,N
ENSG00000197766,Tier 1,CFD,19,859453,863453,1,complement factor D (adipsin) [Source:HGNC Symbol;Acc:2771],0,N,Y,N
ENSG00000197838,Tier 1,CYP2A13,19,41594377,41602100,1,"cytochrome P450, family 2, subfamily A, polypeptide 13 [Source:HGNC Symbol;Acc:2608]",0,Y,N,Y
ENSG00000197888,Tier 1,UGT2B17,4,69402902,69434245,-1,"UDP glucuronosyltransferase 2 family, polypeptide B17 [Source:HGNC Symbol;Acc:12547]",0,N,N,Y
ENSG00000197891,Tier 1,SLC22A12,11,64358113,64369820,1,"solute carrier family 22 (organic anion/urate transporter), member 12 [Source:HGNC Symbol;Acc:17989]",7,Y,N,Y
ENSG00000197894,Tier 1,ADH5,4,99992132,100009952,-1,"alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:253]",0,Y,N,Y
ENSG00000197901,Tier 1,SLC22A6,11,62703857,62752455,-1,"solute carrier family 22 (organic anion transporter), member 6 [Source:HGNC Symbol;Acc:10970]",0,Y,N,Y
ENSG00000197919,Tier 1,IFNA1,9,21440440,21441315,1,"interferon, alpha 1 [Source:HGNC Symbol;Acc:5417]",0,N,Y,N
ENSG00000198001,Tier 1,IRAK4,12,44152747,44183346,1,interleukin-1 receptor-associated kinase 4 [Source:HGNC Symbol;Acc:17967],1,Y,N,N
ENSG00000198049,Tier 1,AVPR1B,1,206223976,206231639,1,arginine vasopressin receptor 1B [Source:HGNC Symbol;Acc:896],0,Y,Y,N
ENSG00000198074,Tier 1,AKR1B10,7,134212344,134226160,1,"aldo-keto reductase family 1, member B10 (aldose reductase) [Source:HGNC Symbol;Acc:382]",0,Y,Y,N
ENSG00000198077,Tier 1,CYP2A7,19,41381344,41388657,-1,"cytochrome P450, family 2, subfamily A, polypeptide 7 [Source:HGNC Symbol;Acc:2611]",0,Y,N,Y
ENSG00000198099,Tier 1,ADH4,4,100044808,100078949,-1,"alcohol dehydrogenase 4 (class II), pi polypeptide [Source:HGNC Symbol;Acc:252]",3,Y,N,Y
ENSG00000198121,Tier 1,LPAR1,9,113635543,113800981,-1,lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:3166],2,Y,Y,N
ENSG00000198189,Tier 1,HSD17B11,4,88257762,88312538,-1,hydroxysteroid (17-beta) dehydrogenase 11 [Source:HGNC Symbol;Acc:22960],0,N,N,Y
ENSG00000198203,Tier 1,SULT1C2,2,108905095,108926371,1,"sulfotransferase family, cytosolic, 1C, member 2 [Source:HGNC Symbol;Acc:11456]",0,N,N,Y
ENSG00000198223,Tier 1,CSF2RA,X,1387693,1429274,1,"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2435]",0,N,Y,N
ENSG00000198355,Tier 1,PIM3,22,50354161,50357728,1,pim-3 oncogene [Source:HGNC Symbol;Acc:19310],1,Y,N,N
ENSG00000198400,Tier 1,NTRK1,1,156785432,156851642,1,"neurotrophic tyrosine kinase, receptor, type 1 [Source:HGNC Symbol;Acc:8031]",0,Y,N,N
ENSG00000198431,Tier 1,TXNRD1,12,104609557,104744061,1,thioredoxin reductase 1 [Source:HGNC Symbol;Acc:12437],0,Y,N,N
ENSG00000198502,Tier 1,HLA-DRB5,6,32485120,32498064,-1,"major histocompatibility complex, class II, DR beta 5 [Source:HGNC Symbol;Acc:4953]",120,N,Y,N
ENSG00000198598,Tier 1,MMP17,12,132312938,132336328,1,matrix metallopeptidase 17 (membrane-inserted) [Source:HGNC Symbol;Acc:7163],0,Y,Y,N
ENSG00000198691,Tier 1,ABCA4,1,94458393,94586688,-1,"ATP-binding cassette, sub-family A (ABC1), member 4 [Source:HGNC Symbol;Acc:34]",2,Y,Y,Y
ENSG00000198704,Tier 1,GPX6,6,28471073,28495992,-1,glutathione peroxidase 6 (olfactory) [Source:HGNC Symbol;Acc:4558],8,N,Y,Y
ENSG00000198734,Tier 1,F5,1,169483404,169555826,-1,"coagulation factor V (proaccelerin, labile factor) [Source:HGNC Symbol;Acc:3542]",8,N,Y,N
ENSG00000198785,Tier 1,GRIN3A,9,104331635,104500862,-1,"glutamate receptor, ionotropic, N-methyl-D-aspartate 3A [Source:HGNC Symbol;Acc:16767]",0,Y,N,N
ENSG00000198793,Tier 1,MTOR,1,11166592,11322564,-1,mechanistic target of rapamycin (serine/threonine kinase) [Source:HGNC Symbol;Acc:3942],2,Y,N,N
ENSG00000198805,Tier 1,PNP,14,20937113,20945253,1,purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:7892],0,Y,N,N
ENSG00000198822,Tier 1,GRM3,7,86273230,86494200,1,"glutamate receptor, metabotropic 3 [Source:HGNC Symbol;Acc:4595]",1,Y,N,N
ENSG00000198838,Tier 1,RYR3,15,33603163,34158303,1,ryanodine receptor 3 [Source:HGNC Symbol;Acc:10485],1,Y,N,N
ENSG00000198848,Tier 1,CES1,16,55836763,55867249,-1,carboxylesterase 1 [Source:HGNC Symbol;Acc:1863],0,Y,Y,Y
ENSG00000198851,Tier 1,CD3E,11,118175260,118186890,1,"CD3e molecule, epsilon (CD3-TCR complex) [Source:HGNC Symbol;Acc:1674]",0,N,Y,N
ENSG00000198900,Tier 1,TOP1,20,39657458,39753127,1,topoisomerase (DNA) I [Source:HGNC Symbol;Acc:11986],4,Y,N,N
ENSG00000198909,Tier 1,MAP3K3,17,61699775,61773663,1,mitogen-activated protein kinase kinase kinase 3 [Source:HGNC Symbol;Acc:6855],5,Y,N,N
ENSG00000198947,Tier 1,DMD,X,31115794,33357558,-1,dystrophin [Source:HGNC Symbol;Acc:2928],0,N,Y,N
ENSG00000203797,Tier 1,DDO,6,110712974,110736765,-1,D-aspartate oxidase [Source:HGNC Symbol;Acc:2727],0,Y,N,Y
ENSG00000203859,Tier 1,HSD3B2,1,119957554,119965658,1,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2 [Source:HGNC Symbol;Acc:5218]",1,Y,N,N
ENSG00000204231,Tier 1,RXRB,6,33161365,33168630,-1,"retinoid X receptor, beta [Source:HGNC Symbol;Acc:10478]",1,Y,N,N
ENSG00000204264,Tier 1,PSMB8,6,32808494,32812480,-1,"proteasome (prosome, macropain) subunit, beta type, 8 [Source:HGNC Symbol;Acc:9545]",6,Y,N,N
ENSG00000204287,Tier 1,HLA-DRA,6,32407619,32412823,1,"major histocompatibility complex, class II, DR alpha [Source:HGNC Symbol;Acc:4947]",100,N,Y,N
ENSG00000204385,Tier 1,SLC44A4,6,31830969,31846823,-1,"solute carrier family 44, member 4 [Source:HGNC Symbol;Acc:13941]",60,N,Y,N
ENSG00000204427,Tier 1,ABHD16A,6,31654726,31671221,-1,abhydrolase domain containing 16A [Source:HGNC Symbol;Acc:13921],56,Y,N,N
ENSG00000204580,Tier 1,DDR1,6,30844198,30867933,1,discoidin domain receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:2730],19,Y,Y,N
ENSG00000204681,Tier 1,GABBR1,6,29523406,29601753,-1,"gamma-aminobutyric acid (GABA) B receptor, 1 [Source:HGNC Symbol;Acc:4070]",4,Y,Y,N
ENSG00000204983,Tier 1,PRSS1,7,142457319,142460923,1,"protease, serine, 1 (trypsin 1) [Source:HGNC Symbol;Acc:9475]",1,Y,Y,N
ENSG00000205155,Tier 1,PSENEN,19,36236015,36237911,1,presenilin enhancer gamma secretase subunit [Source:HGNC Symbol;Acc:30100],0,Y,N,N
ENSG00000205268,Tier 1,PDE7A,8,66629745,66754557,-1,phosphodiesterase 7A [Source:HGNC Symbol;Acc:8791],0,Y,N,N
ENSG00000205359,Tier 1,SLCO6A1,5,101707486,101834720,-1,"solute carrier organic anion transporter family, member 6A1 [Source:HGNC Symbol;Acc:23613]",2,N,N,Y
ENSG00000205571,Tier 1,SMN2,5,69345350,69374349,1,"survival of motor neuron 2, centromeric [Source:HGNC Symbol;Acc:11118]",0,Y,N,N
ENSG00000205755,Tier 1,CRLF2,X,1314890,1331616,-1,cytokine receptor-like factor 2 [Source:HGNC Symbol;Acc:14281],0,N,Y,N
ENSG00000206503,Tier 1,HLA-A,6,29909037,29913661,1,"major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:4931]",20,Y,Y,N
ENSG00000211445,Tier 1,GPX3,5,150400124,150408554,1,glutathione peroxidase 3 (plasma) [Source:HGNC Symbol;Acc:4555],0,N,Y,Y
ENSG00000211452,Tier 1,DIO1,1,54356912,54376759,1,"deiodinase, iodothyronine, type I [Source:HGNC Symbol;Acc:2883]",3,Y,N,N
ENSG00000211699,Tier 1,TRGV3,7,38398113,38398763,-1,T cell receptor gamma variable 3 [Source:HGNC Symbol;Acc:12288],0,N,Y,N
ENSG00000211707,Tier 1,TRBV7-1,7,142032006,142032527,1,T cell receptor beta variable 7-1 (non-functional) [Source:HGNC Symbol;Acc:12235],0,N,Y,N
ENSG00000211810,Tier 1,TRAV29DV5,14,22631134,22631766,1,T cell receptor alpha variable 29/delta variable 5 (gene/pseudogene) [Source:HGNC Symbol;Acc:12127],0,N,Y,N
ENSG00000211891,Tier 1,IGHE,14,106064224,106068065,-1,immunoglobulin heavy constant epsilon [Source:HGNC Symbol;Acc:5522],0,N,Y,N
ENSG00000212122,Tier 1,TSSK1B,5,112768251,112770728,-1,testis-specific serine kinase 1B [Source:HGNC Symbol;Acc:14968],0,Y,N,N
ENSG00000213341,Tier 1,CHUK,10,101948055,101989376,-1,conserved helix-loop-helix ubiquitous kinase [Source:HGNC Symbol;Acc:1974],1,Y,N,N
ENSG00000213366,Tier 1,GSTM2,1,110210644,110252171,1,glutathione S-transferase mu 2 (muscle) [Source:HGNC Symbol;Acc:4634],1,N,N,Y
ENSG00000213694,Tier 1,S1PR3,9,91606362,91619925,1,sphingosine-1-phosphate receptor 3 [Source:HGNC Symbol;Acc:3167],0,Y,Y,N
ENSG00000213759,Tier 1,UGT2B11,4,70065669,70080449,-1,"UDP glucuronosyltransferase 2 family, polypeptide B11 [Source:HGNC Symbol;Acc:12545]",0,N,N,Y
ENSG00000213903,Tier 1,LTB4R,14,24780656,24787242,1,leukotriene B4 receptor [Source:HGNC Symbol;Acc:6713],1,Y,Y,N
ENSG00000213923,Tier 1,CSNK1E,22,38686697,38794527,-1,"casein kinase 1, epsilon [Source:HGNC Symbol;Acc:2453]",0,Y,N,N
ENSG00000214042,Tier 1,IFNA7,9,21201468,21202204,-1,"interferon, alpha 7 [Source:HGNC Symbol;Acc:5428]",0,N,Y,N
ENSG00000214102,Tier 1,WEE2,7,141408153,141431071,1,WEE1 homolog 2 (S. pombe) [Source:HGNC Symbol;Acc:19684],0,Y,N,N
ENSG00000215182,Tier 1,MUC5AC,11,1151580,1222364,1,"mucin 5AC, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:7515]",0,N,Y,N
ENSG00000215644,Tier 1,GCGR,17,79762008,79771889,1,glucagon receptor [Source:HGNC Symbol;Acc:4192],0,Y,Y,N
ENSG00000220205,Tier 1,VAMP2,17,8062467,8066864,-1,vesicle-associated membrane protein 2 (synaptobrevin 2) [Source:HGNC Symbol;Acc:12643],1,N,Y,N
ENSG00000221867,Tier 1,MAGEA3,X,151934652,151938240,-1,"melanoma antigen family A, 3 [Source:HGNC Symbol;Acc:6801]",0,N,Y,N
ENSG00000222040,Tier 1,ADRA2B,2,96778707,96781984,-1,adrenoceptor alpha 2B [Source:HGNC Symbol;Acc:282],0,Y,Y,N
ENSG00000226979,Tier 1,LTA,6,31539831,31542101,1,lymphotoxin alpha [Source:HGNC Symbol;Acc:6709],35,N,Y,N
ENSG00000227507,Tier 1,LTB,6,31548302,31550299,-1,"lymphotoxin beta (TNF superfamily, member 3) [Source:HGNC Symbol;Acc:6711]",34,N,Y,N
ENSG00000228716,Tier 1,DHFR,5,79922047,79950802,-1,dihydrofolate reductase [Source:HGNC Symbol;Acc:2861],0,Y,N,N
ENSG00000229164,Tier 1,TRAC,14,23016447,23021097,1,T cell receptor alpha constant [Source:HGNC Symbol;Acc:12029],2,N,Y,N
ENSG00000232810,Tier 1,TNF,6,31543344,31546113,1,tumor necrosis factor [Source:HGNC Symbol;Acc:11892],35,Y,Y,N
ENSG00000233276,Tier 1,GPX1,3,49394609,49396033,-1,glutathione peroxidase 1 [Source:HGNC Symbol;Acc:4553],11,N,N,Y
ENSG00000236637,Tier 1,IFNA4,9,21186617,21187598,-1,"interferon, alpha 4 [Source:HGNC Symbol;Acc:5425]",0,N,Y,N
ENSG00000239697,Tier 1,TNFSF12,17,7452208,7464925,1,"tumor necrosis factor (ligand) superfamily, member 12 [Source:HGNC Symbol;Acc:11927]",19,N,Y,N
ENSG00000239732,Tier 1,TLR9,3,52255096,52273183,-1,toll-like receptor 9 [Source:HGNC Symbol;Acc:15633],6,Y,Y,N
ENSG00000240224,Tier 1,UGT1A5,2,234621638,234681945,1,"UDP glucuronosyltransferase 1 family, polypeptide A5 [Source:HGNC Symbol;Acc:12537]",32,N,N,Y
ENSG00000241119,Tier 1,UGT1A9,2,234580499,234681946,1,"UDP glucuronosyltransferase 1 family, polypeptide A9 [Source:HGNC Symbol;Acc:12541]",32,N,N,Y
ENSG00000241186,Tier 1,TDGF1,3,46616045,46668033,1,teratocarcinoma-derived growth factor 1 [Source:HGNC Symbol;Acc:11701],0,N,Y,N
ENSG00000241635,Tier 1,UGT1A8,2,234526291,234681956,1,"UDP glucuronosyltransferase 1 family, polypeptide A8 [Source:HGNC Symbol;Acc:12540]",32,N,N,Y
ENSG00000242366,Tier 1,UGT1A1,2,234668894,234681945,1,"UDP glucuronosyltransferase 1 family, polypeptide A1 [Source:HGNC Symbol;Acc:12530]",32,N,N,Y
ENSG00000242515,Tier 1,UGT1A10,2,234545100,234681951,1,"UDP glucuronosyltransferase 1 family, polypeptide A10 [Source:HGNC Symbol;Acc:12531]",32,N,N,Y
ENSG00000243135,Tier 1,UGT1A3,2,234637754,234681945,1,"UDP glucuronosyltransferase 1 family, polypeptide A3 [Source:HGNC Symbol;Acc:12535]",32,N,N,Y
ENSG00000243480,Tier 1,AMY2A,1,104159999,104168402,1,"amylase, alpha 2A (pancreatic) [Source:HGNC Symbol;Acc:477]",0,Y,Y,N
ENSG00000243772,Tier 1,KIR2DL3,19,55249980,55295776,1,"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3 [Source:HGNC Symbol;Acc:6331]",0,N,Y,N
ENSG00000243955,Tier 1,GSTA1,6,52656462,52668708,-1,glutathione S-transferase alpha 1 [Source:HGNC Symbol;Acc:4626],0,Y,N,Y
ENSG00000244067,Tier 1,GSTA2,6,52614897,52628367,-1,glutathione S-transferase alpha 2 [Source:HGNC Symbol;Acc:4627],0,N,N,Y
ENSG00000244122,Tier 1,UGT1A7,2,234590584,234681945,1,"UDP glucuronosyltransferase 1 family, polypeptide A7 [Source:HGNC Symbol;Acc:12539]",32,N,N,Y
ENSG00000244474,Tier 1,UGT1A4,2,234627424,234681945,1,"UDP glucuronosyltransferase 1 family, polypeptide A4 [Source:HGNC Symbol;Acc:12536]",32,N,N,Y
ENSG00000248144,Tier 1,ADH1C,4,100257649,100274184,-1,"alcohol dehydrogenase 1C (class I), gamma polypeptide [Source:HGNC Symbol;Acc:251]",0,Y,N,Y
ENSG00000254087,Tier 1,LYN,8,56792372,56923940,1,v-yes-1 Yamaguchi sarcoma viral related oncogene homolog [Source:HGNC Symbol;Acc:6735],0,Y,N,N
ENSG00000255974,Tier 1,CYP2A6,19,41349443,41356352,-1,"cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:HGNC Symbol;Acc:2610]",3,Y,N,Y
ENSG00000256713,Tier 1,PGA5,11,61008514,61018920,1,"pepsinogen 5, group I (pepsinogen A) [Source:HGNC Symbol;Acc:8887]",0,Y,Y,N
ENSG00000257335,Tier 1,MGAM,7,141607613,141806547,1,maltase-glucoamylase (alpha-glucosidase) [Source:HGNC Symbol;Acc:7043],3,Y,N,N
ENSG00000257365,Tier 1,FNTB,14,65381203,65529368,1,"farnesyltransferase, CAAX box, beta [Source:HGNC Symbol;Acc:3785]",1,Y,N,N
ENSG00000258429,Tier 1,PDF,16,69362524,69364498,-1,peptide deformylase (mitochondrial) [Source:HGNC Symbol;Acc:30012],0,Y,N,N
ENSG00000258839,Tier 1,MC1R,16,89978527,89987385,1,melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor) [Source:HGNC Symbol;Acc:6929],17,Y,Y,N
ENSG00000258947,Tier 1,,16,89987800,90005169,1,Tubulin beta-3 chain  [Source:UniProtKB/Swiss-Prot;Acc:Q13509],17,Y,Y,N
ENSG00000259207,Tier 1,ITGB3,17,45331212,45421658,1,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61) [Source:HGNC Symbol;Acc:6156]",2,Y,Y,N
ENSG00000261052,Tier 1,SULT1A3,16,30205754,30215631,1,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3 [Source:HGNC Symbol;Acc:11455]",0,N,N,Y
ENSG00000267534,Tier 1,S1PR2,19,10334520,10341948,-1,sphingosine-1-phosphate receptor 2 [Source:HGNC Symbol;Acc:3169],0,Y,N,N
ENSG00000269858,Tier 1,EGLN2,19,41304901,41314338,1,egl-9 family hypoxia-inducible factor 2 [Source:HGNC Symbol;Acc:14660],4,Y,N,N
ENSG00000270024,Tier 1,C8orf44-SGK3,8,67579831,67772707,1,C8orf44-SGK3 readthrough [Source:HGNC Symbol;Acc:48354],0,Y,N,N
ENSG00000273079,Tier 1,GRIN2B,12,13693165,14133053,-1,"glutamate receptor, ionotropic, N-methyl D-aspartate 2B [Source:HGNC Symbol;Acc:4586]",1,Y,N,N
ENSG00000001036,Tier 2,FUCA2,6,143815948,143832827,-1,"fucosidase, alpha-L- 2, plasma [Source:HGNC Symbol;Acc:4008]",0,Y,Y,N
ENSG00000001084,Tier 2,GCLC,6,53362139,53481768,-1,"glutamate-cysteine ligase, catalytic subunit [Source:HGNC Symbol;Acc:4311]",0,Y,N,N
ENSG00000002330,Tier 2,BAD,11,64037302,64052176,-1,BCL2-associated agonist of cell death [Source:HGNC Symbol;Acc:936],4,Y,N,N
ENSG00000002726,Tier 2,AOC1,7,150521715,150558592,1,"amine oxidase, copper containing 1 [Source:HGNC Symbol;Acc:80]",5,Y,Y,N
ENSG00000004487,Tier 2,KDM1A,1,23345941,23410182,1,lysine (K)-specific demethylase 1A [Source:HGNC Symbol;Acc:29079],1,Y,N,N
ENSG00000005339,Tier 2,CREBBP,16,3775055,3930727,-1,CREB binding protein [Source:HGNC Symbol;Acc:2348],1,Y,N,N
ENSG00000006062,Tier 2,MAP3K14,17,43340488,43394414,-1,mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:6853],0,Y,N,N
ENSG00000006634,Tier 2,DBF4,7,87505531,87538856,1,DBF4 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:17364],0,Y,N,N
ENSG00000006837,Tier 2,CDKL3,5,133541305,133706738,-1,cyclin-dependent kinase-like 3 [Source:HGNC Symbol;Acc:15483],0,Y,N,N
ENSG00000007952,Tier 2,NOX1,X,100098313,100129334,-1,NADPH oxidase 1 [Source:HGNC Symbol;Acc:7889],0,Y,N,N
ENSG00000008118,Tier 2,CAMK1G,1,209757062,209787283,1,calcium/calmodulin-dependent protein kinase IG [Source:HGNC Symbol;Acc:14585],0,Y,N,N
ENSG00000008128,Tier 2,CDK11A,1,1634169,1655766,-1,cyclin-dependent kinase 11A [Source:HGNC Symbol;Acc:1730],0,Y,N,N
ENSG00000008516,Tier 2,MMP25,16,3096682,3110727,1,matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:14246],0,Y,Y,N
ENSG00000010219,Tier 2,DYRK4,12,4671370,4723325,1,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:3095],0,Y,N,N
ENSG00000010379,Tier 2,SLC6A13,12,329789,372039,-1,"solute carrier family 6 (neurotransmitter transporter), member 13 [Source:HGNC Symbol;Acc:11046]",4,Y,N,N
ENSG00000010438,Tier 2,PRSS3,9,33750515,33799230,1,"protease, serine, 3 [Source:HGNC Symbol;Acc:9486]",0,Y,Y,N
ENSG00000011304,Tier 2,PTBP1,19,797075,812327,1,polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583],0,Y,N,N
ENSG00000011405,Tier 2,PIK3C2A,11,17099277,17229530,-1,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:8971]",3,Y,N,N
