protein_ref,symbol,annotation,number_of_ubiquitination_sites,4x_Btz_rep1-4 Sp. Counts,Btz_Epox Sp. Counts,Usp2cc Sp. Counts,Btz_timepoints Sp. Counts,Btz_CHX Sp. Counts,SILAC_Chase_GG Sp. Counts,MLN_timepoints Sp. Counts,Btz_MLN_1st Sp. Counts,Btz_MLN_2nd Sp. Counts,CST_GG_PullDowns Sp. Counts
IPI:IPI00018842.2,HMGN3,Isoform 1 of High mobility group nucleosome-binding domain-containing protein 3,3,7,2,0,16,9,4,5,4,0,0
IPI:IPI00018853.1,TPM1,Tropomyosin isoform,1,2,0,0,0,0,5,0,0,0,0
IPI:IPI00018871.2,ARL8B,"cDNA FLJ56285, highly similar to ADP-ribosylation factor-like protein 8B",1,69,28,0,74,47,11,49,51,18,11
IPI:IPI00018873.1,NAMPT,Isoform 1 of Nicotinamide phosphoribosyltransferase,10,16,14,2,0,13,3,0,10,0,8
IPI:IPI00018902.2,HHAT,Isoform 1 of Protein-cysteine N-palmitoyltransferase HHAT,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00018923.2,IKZF3,Isoform 1 of Zinc finger protein Aiolos,2,0,0,0,0,0,0,0,0,0,4
IPI:IPI00018931.6,VPS35,Vacuolar protein sorting-associated protein 35,2,1,1,0,0,0,1,1,1,0,0
IPI:IPI00018946.4,PANK4,"cDNA FLJ56439, highly similar to Pantothenate kinase 4",6,15,22,0,0,13,2,0,13,4,0
IPI:IPI00018968.2,NAE1,NEDD8-activating enzyme E1 regulatory subunit,7,76,54,6,10,45,11,0,37,27,0
IPI:IPI00019004.1,SEC62,Translocation protein SEC62,3,6,0,0,3,36,14,3,0,0,10
IPI:IPI00019022.2,ABCB8,"Isoform Long of ATP-binding cassette sub-family B member 8, mitochondrial",5,41,31,5,57,10,6,0,35,54,0
IPI:IPI00019046.4,RBM22,Isoform 1 of Pre-mRNA-splicing factor RBM22,1,1,1,0,4,1,2,1,2,0,0
IPI:IPI00019072.2,LOC728395;LOC728412;TSPY3;TSPY1;LOC728403,Isoform 1 of Testis-specific Y-encoded protein 1,6,0,0,0,0,0,0,0,0,0,200
IPI:IPI00019146.6,CXADR,Isoform 1 of Coxsackievirus and adenovirus receptor,2,2,0,0,0,0,0,18,8,0,0
IPI:IPI00019148.1,IGBP1,Immunoglobulin-binding protein 1,3,5,8,0,0,7,1,0,7,0,0
IPI:IPI00019160.1,CYP4F2,Leukotriene-B(4) omega-hydroxylase 1,2,0,0,1,0,3,2,0,0,1,0
IPI:IPI00019178.2,PSPH,Phosphoserine phosphatase,1,2,1,0,0,0,0,0,0,0,0
IPI:IPI00019196.3,RPP30,Ribonuclease P protein subunit p30,1,0,0,0,0,5,0,0,5,0,0
IPI:IPI00019208.5,RPL29P11,similar to ribosomal protein L29 isoform 1,1,2,0,0,0,0,0,0,0,0,0
IPI:IPI00019217.1,CTAG1A;CTAG1B,Isoform 1 of Cancer/testis antigen 1,1,0,0,0,0,0,0,0,0,0,3
IPI:IPI00019237.4,CDC23,Putative uncharacterized protein CDC23,1,4,3,0,1,2,1,0,2,0,0
IPI:IPI00019269.3,WDR61,WD repeat-containing protein 61,3,37,33,0,13,45,10,37,22,1,0
IPI:IPI00019270.1,TNKS2,Tankyrase-2,3,4,0,0,0,2,5,0,0,4,0
IPI:IPI00019275.3,CD276,Isoform 2 of CD276 antigen,2,24,31,0,7,11,7,12,17,8,0
IPI:IPI00019276.1,UBXN6,Isoform 1 of UBX domain-containing protein 6,6,15,12,9,1,23,0,2,23,5,2
IPI:IPI00019282.1,PRAME,Melanoma antigen preferentially expressed in tumors,1,0,2,0,0,0,0,0,3,0,0
IPI:IPI00019322.1,SETD4,Isoform A of SET domain-containing protein 4,1,1,2,0,0,0,2,0,0,0,0
IPI:IPI00019329.1,DYNLL1,"Dynein light chain 1, cytoplasmic",1,4,0,0,0,0,0,0,0,0,0
IPI:IPI00019332.3,THUMPD2,THUMP domain-containing protein 2,3,3,3,0,0,3,1,0,3,0,0
IPI:IPI00019345.1,RAP1A,Ras-related protein Rap-1A,1,15,8,0,30,17,0,106,19,0,0
IPI:IPI00019350.6,STEAP3,Isoform 1 of Metalloreductase STEAP3,1,34,29,3,31,35,14,44,44,14,0
IPI:IPI00019353.4,AGK,"Isoform 1 of Acylglycerol kinase, mitochondrial",3,0,0,0,0,0,0,0,0,0,7
IPI:IPI00019355.1,TSC22D1,Isoform 2 of TSC22 domain family protein 1,4,60,56,14,64,55,55,47,45,77,0
IPI:IPI00019376.7,11-Sep,"cDNA FLJ53374, highly similar to Septin-11",2,5,6,0,8,4,0,13,13,0,0
IPI:IPI00019380.1,NCBP1,Nuclear cap-binding protein subunit 1,1,0,0,0,0,0,2,0,0,0,0
IPI:IPI00019381.4,TMEM30A,Isoform 1 of Cell cycle control protein 50A,3,11,8,0,6,4,7,11,16,0,0
IPI:IPI00019383.2,GALK1,"cDNA FLJ56840, highly similar to Galactokinase",2,5,0,12,4,0,0,0,0,0,0
IPI:IPI00019385.3,SSR4,Translocon-associated protein subunit delta precursor,2,33,34,5,36,40,14,0,42,19,114
IPI:IPI00019407.1,NSDHL,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",1,9,13,0,0,17,3,11,7,0,0
IPI:IPI00019427.4,EXOC1,Isoform 1 of Exocyst complex component 1,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00019447.6,FANCI,Isoform 1 of Fanconi anemia group I protein,18,216,159,7,147,184,72,136,162,92,16
IPI:IPI00019450.2,TROVE2,Isoform Long of 60 kDa SS-A/Ro ribonucleoprotein,5,5,2,0,0,0,1,0,0,0,3
IPI:IPI00019463.3,EIF2AK2,"Interferon-induced, double-stranded RNA-activated protein kinase",4,0,0,0,0,0,0,0,0,0,12
IPI:IPI00019472.4,SLC1A5,Neutral amino acid transporter B(0),5,393,297,56,413,485,191,612,388,187,9
IPI:IPI00019477.2,SLC25A39,Isoform 1 of Solute carrier family 25 member 39,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00019495.1,DYNLT1,Dynein light chain Tctex-type 1,1,0,0,0,0,0,2,8,0,4,0
IPI:IPI00019502.3,MYH9,Isoform 1 of Myosin-9,13,8,4,0,8,10,13,15,5,0,10
IPI:IPI00019540.1,SAPS3,Isoform 4 of Serine/threonine-protein phosphatase 6 regulatory subunit 3,4,49,33,5,22,25,11,0,38,30,0
IPI:IPI00019550.1,TSSC1,Protein TSSC1 (Fragment),1,0,0,0,0,0,0,0,0,0,5
IPI:IPI00019551.1,PHLDA2,Pleckstrin homology-like domain family A member 2 (Fragment),4,16,11,3,0,4,7,2,8,9,0
IPI:IPI00019600.3,UBE2V2,Ubiquitin-conjugating enzyme E2 variant 2,1,0,0,0,0,0,0,0,0,0,1
IPI:IPI00019640.1,VRK1,Serine/threonine-protein kinase VRK1,4,4,0,0,3,5,0,0,2,0,0
IPI:IPI00019678.1,XRCC4,Isoform 2 of DNA repair protein XRCC4,4,4,0,0,0,8,1,13,2,0,0
IPI:IPI00019733.1,RAE1,mRNA export factor,5,22,12,0,3,10,4,0,17,12,0
IPI:IPI00019752.1,IRX4,Iroquois-class homeodomain protein IRX-4,2,1,3,0,0,3,5,0,4,0,0
IPI:IPI00019755.3,GSTO1,Glutathione S-transferase omega-1,5,15,14,4,1,27,16,28,25,2,0
IPI:IPI00019812.1,PPP5C,Serine/threonine-protein phosphatase 5,5,22,17,2,2,10,0,0,8,0,0
IPI:IPI00019835.1,BCL2L12,Isoform 1 of Bcl-2-like protein 12,2,26,14,4,9,9,5,0,8,9,0
IPI:IPI00019848.2,HCFC1,Isoform 1 of Host cell factor,1,0,0,0,0,0,2,0,0,0,0
IPI:IPI00019868.2,GJB2,Gap junction beta-2 protein,4,89,64,8,109,59,29,50,57,12,0
IPI:IPI00019884.1,ACTN2,Alpha-actinin-2,1,0,0,0,0,0,0,0,0,0,2
IPI:IPI00019894.3,UBE2K,Isoform 2 of Ubiquitin-conjugating enzyme E2 K,2,67,36,1,24,33,31,31,29,1,0
IPI:IPI00019899.1,SC4MOL,C-4 methylsterol oxidase,3,26,24,4,7,29,17,12,24,2,12
IPI:IPI00019901.1,ADD1,Isoform 1 of Alpha-adducin,3,11,10,0,0,7,1,0,8,0,0
IPI:IPI00019906.1,BSG,Isoform 2 of Basigin,9,254,187,31,160,196,85,260,182,139,10
IPI:IPI00019907.1,GPC3,Glypican-3,1,0,2,0,0,0,0,0,0,0,0
IPI:IPI00019918.5,DDX19A,ATP-dependent RNA helicase DDX19A,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00019927.2,PSMD7,26S proteasome non-ATPase regulatory subunit 7,8,94,55,9,91,111,19,153,81,18,0
IPI:IPI00019930.1,UBE2D1,Ubiquitin-conjugating enzyme E2 D1,1,14,0,0,36,6,10,11,3,1,0
IPI:IPI00019931.1,SCNN1A,Isoform 1 of Amiloride-sensitive sodium channel subunit alpha,4,28,16,1,10,9,5,0,15,10,0
IPI:IPI00019932.4,UBE2D2,ubiquitin-conjugating enzyme E2D 2 isoform 2,1,14,0,0,36,6,10,11,3,1,0
IPI:IPI00019966.5,C5orf22,Isoform 1 of UPF0489 protein C5orf22,1,0,5,0,0,9,0,0,0,0,0
IPI:IPI00019971.4,STXBP2,"cDNA FLJ54775, highly similar to Syntaxin-binding protein 2",8,41,47,6,10,69,6,15,40,3,0
IPI:IPI00019983.1,BCL2L1,Isoform Bcl-X(L) of Bcl-2-like protein 1,1,0,0,3,0,0,1,0,0,0,0
IPI:IPI00019997.1,LIN7C,Lin-7 homolog C,2,0,0,0,0,0,2,0,0,0,0
IPI:IPI00020008.1,NEDD8,NEDD8,8,496,388,60,554,451,111,344,395,210,310
IPI:IPI00020017.1,C10orf116,Adipose most abundant gene transcript 2 protein,3,22,17,0,31,38,8,95,48,8,0
IPI:IPI00020021.3,DEK,Protein DEK,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00020042.2,PSMC4,Isoform 1 of 26S protease regulatory subunit 6B,10,52,25,3,9,19,7,1,17,34,28
IPI:IPI00020060.2,SLC9A1,Isoform 1 of Sodium/hydrogen exchanger 1,4,0,0,0,0,0,0,19,8,0,0
IPI:IPI00020072.3,PLCXD1,PI-PLC X domain-containing protein 1,1,10,0,0,3,0,0,0,0,0,0
IPI:IPI00020075.4,ABHD10,"Abhydrolase domain-containing protein 10, mitochondrial",3,8,7,0,0,3,4,0,2,6,0
IPI:IPI00020096.2,KLC1,Isoform A of Kinesin light chain 1,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00020101.9,HIST1H2BI;HIST1H2BF;HIST1H2BE;HIST1H2BG;HIST1H2BC,"histone cluster 1, H2bg",5,156,140,10,139,134,54,116,130,13,428
IPI:IPI00020124.1,PI4K2A,Phosphatidylinositol 4-kinase type 2-alpha,6,45,27,2,28,34,17,93,58,17,1
IPI:IPI00020127.1,RPA1,Replication protein A 70 kDa DNA-binding subunit,12,144,109,16,52,88,33,64,114,48,0
IPI:IPI00020128.2,UTP6,U3 small nucleolar RNA-associated protein 6 homolog,3,21,12,4,2,16,6,2,20,4,0
IPI:IPI00020153.4,BSN,Protein bassoon,1,0,0,0,1,0,0,0,0,0,0
IPI:IPI00020164.1,PTP4A1,Protein tyrosine phosphatase type IVA 1,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00020178.1,STAM,Isoform 1 of Signal transducing adapter molecule 1,7,140,94,37,161,142,66,198,158,73,0
IPI:IPI00020191.1,PTP4A2,Isoform 1 of Protein tyrosine phosphatase type IVA 2,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00020194.1,TAF15,Isoform Short of TATA-binding protein-associated factor 2N,1,0,0,0,2,2,0,0,0,0,0
IPI:IPI00020196.5,ARMC6,Armadillo repeat-containing protein 6,7,24,25,0,1,32,8,0,21,14,23
IPI:IPI00020226.2,ACOX3,Isoform 1 of Peroxisomal acyl-coenzyme A oxidase 3,3,12,19,2,2,11,2,0,12,2,0
IPI:IPI00020228.2,FZD6,Frizzled-6,1,7,10,0,0,7,4,4,10,0,0
IPI:IPI00020319.2,BLOC1S1,Biogenesis of lysosome-related organelles complex 1 subunit 1,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00020326.1,MARK4,R31237_1 (Fragment),1,0,0,1,0,0,0,0,0,0,0
IPI:IPI00020416.8,TPP2,Tripeptidyl-peptidase 2,1,1,0,0,1,0,0,0,0,0,0
IPI:IPI00020418.1,RRAS,Ras-related protein R-Ras,1,0,0,0,0,0,0,3,0,0,0
IPI:IPI00020436.4,RAB11B,Ras-related protein Rab-11B,2,15,25,0,24,35,6,23,15,6,0
IPI:IPI00020446.5,CD82,CD82 antigen,1,0,1,0,0,0,0,0,0,0,0
IPI:IPI00020451.3,IMPACT,Isoform 1 of Protein IMPACT,1,11,7,1,0,2,2,7,4,0,0
IPI:IPI00020454.1,DCK,Deoxycytidine kinase,1,0,0,0,0,4,0,0,3,0,0
IPI:IPI00020468.4,SELS,Selenoprotein S,3,49,10,0,26,20,19,0,17,0,0
IPI:IPI00020485.3,CENPN,Isoform 2 of Centromere protein N,4,43,43,3,29,30,23,0,39,9,0
IPI:IPI00020501.1,MYH11,Myosin-11,2,0,0,0,0,0,6,0,0,0,1
IPI:IPI00020504.1,CLCN2,Isoform 1 of Chloride channel protein 2,1,5,11,0,0,5,2,0,5,0,0
IPI:IPI00020508.1,TRMT1,"Isoform 1 of N(2),N(2)-dimethylguanosine tRNA methyltransferase",3,11,5,0,3,12,6,4,8,0,0
IPI:IPI00020513.2,ZYX,67 kDa protein,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00020515.3,USE1,Isoform 1 of Vesicle transport protein USE1,1,0,0,0,0,1,0,2,0,0,0
IPI:IPI00020567.2,ARHGAP1,"cDNA FLJ60782, highly similar to Rho-GTPase-activating protein 1",3,4,1,0,0,1,0,0,1,0,0
IPI:IPI00020586.2,CYP24A1,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",1,0,1,0,0,0,0,0,0,0,0
IPI:IPI00020599.1,CALR,Calreticulin,5,1,0,0,0,0,1,0,0,2,10
IPI:IPI00020602.1,CSNK2A2,Casein kinase II subunit alpha',1,3,7,0,0,8,1,0,3,0,0
IPI:IPI00020632.4,ASS1,Argininosuccinate synthase,1,5,2,1,0,5,0,0,2,1,0
IPI:IPI00020672.4,DPP3,Isoform 1 of Dipeptidyl-peptidase 3,11,39,26,3,13,30,2,0,18,7,0
IPI:IPI00020701.5,ERI3,Isoform 1 of Prion protein-interacting protein,2,31,24,0,7,21,2,0,21,0,0
IPI:IPI00020793.3,NIP7,Isoform 2 of 60S ribosome subunit biogenesis protein NIP7 homolog,2,5,1,1,0,7,2,0,4,0,0
IPI:IPI00020795.1,DPP9,49 kDa protein,5,8,15,5,3,9,1,0,3,1,0
IPI:IPI00020850.5,PPP2R2B,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform,2,11,3,0,0,15,1,13,7,0,0
IPI:IPI00020887.3,VAMP7,Isoform 1 of Vesicle-associated membrane protein 7,4,45,30,0,44,73,17,159,72,6,0
IPI:IPI00020899.3,BMX,Cytoplasmic tyrosine-protein kinase BMX,1,0,0,1,0,0,0,0,0,0,0
IPI:IPI00020906.1,IMPA1,Inositol monophosphatase,7,26,11,2,5,11,1,0,12,1,0
IPI:IPI00020915.1,MRFAP1,MORF4 family-associated protein 1,2,1,0,0,3,0,0,0,0,3,0
IPI:IPI00020941.4,ABCA7,Isoform 2 of ATP-binding cassette sub-family A member 7,1,1,0,1,0,0,0,0,0,0,0
IPI:IPI00020944.1,FDFT1,Squalene synthetase,5,38,30,3,12,17,4,0,23,5,0
IPI:IPI00020956.1,HDGF,Hepatoma-derived growth factor,4,3,1,0,15,22,4,30,6,0,0
IPI:IPI00020984.2,CANX,"cDNA FLJ55574, highly similar to Calnexin",8,18,10,3,10,10,11,29,11,9,2
IPI:IPI00021008.1,AHR,Aryl hydrocarbon receptor,8,22,32,3,3,19,9,0,31,12,0
IPI:IPI00021016.3,TSFM,"Isoform 1 of Elongation factor Ts, mitochondrial",1,0,1,0,0,2,5,0,4,0,0
IPI:IPI00021048.1,MYOF,Isoform 1 of Myoferlin,11,38,20,7,22,28,22,21,29,17,0
IPI:IPI00021057.1,SLC12A4,Isoform 1 of Solute carrier family 12 member 4,6,25,20,6,28,6,1,10,26,28,0
IPI:IPI00021058.2,SLC4A7,Solute carrier family 4 sodium bicarbonate cotransporter member 7,22,152,112,7,161,181,36,502,242,67,0
IPI:IPI00021075.1,SLC43A1,Isoform 1 of Large neutral amino acids transporter small subunit 3,1,24,22,2,9,28,3,42,13,0,0
IPI:IPI00021076.1,PKP4,Isoform Long of Plakophilin-4,1,2,0,5,0,5,0,0,0,0,0
IPI:IPI00021092.1,DONSON,Isoform 1 of Protein downstream neighbor of Son,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00021095.1,C21orf45,Protein Mis18-alpha,1,3,1,1,0,2,2,2,2,0,0
IPI:IPI00021107.7,XYLB,Xylulose kinase,1,6,2,0,0,5,0,0,3,0,0
IPI:IPI00021129.4,AP3B1,Isoform 1 of AP-3 complex subunit beta-1,3,0,0,0,0,4,3,1,0,0,2
IPI:IPI00021143.1,BHLHE40,Class E basic helix-loop-helix protein 40,1,8,17,0,5,8,0,0,8,19,0
IPI:IPI00021147.1,DEGS1,Sphingolipid delta(4)-desaturase DES1,1,3,0,0,1,3,5,0,0,7,0
IPI:IPI00021174.1,GGA3,Isoform Long of ADP-ribosylation factor-binding protein GGA3,7,56,33,6,65,47,17,47,38,21,8
IPI:IPI00021187.4,RUVBL1,Isoform 1 of RuvB-like 1,9,39,40,8,8,41,2,12,37,20,0
IPI:IPI00021199.2,STMN3,Stathmin-3,1,0,0,0,0,1,0,0,0,0,0
IPI:IPI00021248.1,PLK1,Serine/threonine-protein kinase PLK1,4,2,6,1,0,2,8,0,0,0,0
IPI:IPI00021258.2,ARFIP1,Isoform B of Arfaptin-1,1,0,0,0,3,0,4,0,0,0,0
IPI:IPI00021263.3,YWHAZ,14-3-3 protein zeta/delta,10,287,182,37,364,313,113,297,243,118,60
IPI:IPI00021266.1,RPL23A,60S ribosomal protein L23a,2,32,32,0,53,19,18,32,22,11,10
IPI:IPI00021267.2,EPHA2,Ephrin type-A receptor 2,12,82,53,11,62,82,28,127,85,12,0
IPI:IPI00021277.1,NUBP1,Isoform 1 of Nucleotide-binding protein 1,1,0,0,0,0,0,0,0,0,0,3
IPI:IPI00021290.5,ACLY,ATP-citrate synthase,17,25,36,6,2,35,4,1,27,5,0
IPI:IPI00021304.1,KRT2,"Keratin, type II cytoskeletal 2 epidermal",3,130,95,21,71,88,21,70,100,33,0
IPI:IPI00021326.4,SHC1,SHC (Src homology 2 domain containing) transforming protein 1 isoform 3,1,0,0,0,0,0,2,0,0,0,0
IPI:IPI00021327.3,GRB2,Isoform 1 of Growth factor receptor-bound protein 2,4,13,13,0,0,5,12,9,13,0,0
IPI:IPI00021329.3,WDR45L,WD repeat domain phosphoinositide-interacting protein 3,1,0,0,1,0,0,0,0,0,0,0
IPI:IPI00021331.1,NEK2,Isoform 1 of Serine/threonine-protein kinase Nek2,5,0,3,3,0,2,0,0,7,0,0
IPI:IPI00021346.1,UBE2E1,Ubiquitin-conjugating enzyme E2 E1,3,1,0,2,9,11,6,3,0,0,8
IPI:IPI00021347.1,UBE2L3,Ubiquitin-conjugating enzyme E2 L3,6,26,22,0,17,33,0,16,25,0,31
IPI:IPI00021370.1,UBE2K,Isoform 1 of Ubiquitin-conjugating enzyme E2 K,6,96,42,6,57,60,33,42,40,1,0
IPI:IPI00021377.1,HS3ST1,Heparan sulfate glucosamine 3-O-sulfotransferase 1,2,3,0,0,0,0,0,0,0,0,0
IPI:IPI00021388.2,MED13,Mediator of RNA polymerase II transcription subunit 13,1,5,5,0,1,4,0,0,5,0,0
IPI:IPI00021405.3,LMNA,Isoform A of Lamin-A/C,26,328,243,0,405,332,116,429,245,65,4
IPI:IPI00021417.3,SART1,U4/U6.U5 tri-snRNP-associated protein 1,1,0,0,0,0,0,2,1,1,0,0
IPI:IPI00021428.1,ACTA1,"Actin, alpha skeletal muscle",10,792,699,64,548,627,199,321,563,274,239
IPI:IPI00021429.6,NR2F6,Nuclear receptor subfamily 2 group F member 6,2,40,36,14,12,46,9,34,40,16,0
IPI:IPI00021431.1,NR2F1,COUP transcription factor 1,2,36,44,13,11,47,9,34,39,16,0
IPI:IPI00021435.3,PSMC2,26S protease regulatory subunit 7,24,481,422,58,296,410,161,209,349,206,43
IPI:IPI00021439.1,ACTB,"Actin, cytoplasmic 1",10,921,823,95,735,775,260,469,684,401,278
IPI:IPI00021440.1,ACTG1,"Actin, cytoplasmic 2",10,921,823,95,735,775,260,469,684,401,278
IPI:IPI00021453.1,PPAP2B,Lipid phosphate phosphohydrolase 3,2,0,0,0,0,3,1,2,0,0,0
IPI:IPI00021458.1,EHD3,EH domain-containing protein 3,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00021518.1,DDB2,Isoform 1 of DNA damage-binding protein 2,4,4,16,2,0,12,3,0,5,7,0
IPI:IPI00021537.5,OGFR,Isoform 1 of Opioid growth factor receptor,2,2,0,0,0,0,5,0,0,0,2
IPI:IPI00021569.1,MBTPS1,Membrane-bound transcription factor site-1 protease,1,0,0,0,0,2,0,0,0,0,0
IPI:IPI00021570.1,EDF1,Isoform 1 of Endothelial differentiation-related factor 1,1,2,3,0,0,2,0,0,2,0,0
IPI:IPI00021594.3,GPAA1,Isoform 1 of Glycosylphosphatidylinositol anchor attachment 1 protein,3,8,4,0,0,7,0,0,4,0,0
IPI:IPI00021692.2,MBNL1,Isoform EXP42 of Muscleblind-like protein 1,2,0,0,0,0,0,0,0,0,0,10
IPI:IPI00021695.1,ATP2B1,Isoform D of Plasma membrane calcium-transporting ATPase 1,13,191,167,2,187,194,70,242,140,39,0
IPI:IPI00021700.3,PCNA,Proliferating cell nuclear antigen,7,172,119,14,124,155,62,234,208,100,179
IPI:IPI00021728.3,EIF2S2,Eukaryotic translation initiation factor 2 subunit 2,6,0,0,0,3,0,1,5,0,0,0
IPI:IPI00021735.3,CLEC7A,Isoform 2 of C-type lectin domain family 7 member A,1,0,0,0,0,0,0,0,0,0,1
IPI:IPI00021766.5,RTN4,Isoform 1 of Reticulon-4,6,2,0,0,0,7,4,4,1,1,2
IPI:IPI00021770.1,HMGCR,Isoform 1 of 3-hydroxy-3-methylglutaryl-coenzyme A reductase,19,398,246,57,203,172,50,20,234,205,17
IPI:IPI00021771.1,ANXA7,Isoform 2 of Annexin A7,3,28,18,3,23,27,7,13,20,14,0
IPI:IPI00021772.1,MAT1A,S-adenosylmethionine synthetase isoform type-1,1,1,0,0,1,0,0,0,1,0,0
IPI:IPI00021808.3,HARS,"Histidyl-tRNA synthetase, cytoplasmic",13,91,80,4,9,55,15,0,50,18,0
IPI:IPI00021812.2,AHNAK,Neuroblast differentiation-associated protein AHNAK,90,133,62,2,72,132,103,259,114,6,28
IPI:IPI00021831.1,PRKAR1A,cAMP-dependent protein kinase type I-alpha regulatory subunit,8,81,44,1,66,75,31,69,44,31,10
IPI:IPI00021840.1,RPS6,40S ribosomal protein S6,3,2,0,0,8,0,1,0,0,0,0
IPI:IPI00021887.5,SEC14L1,SEC14-like protein 1,3,5,3,0,0,3,5,0,3,0,1
IPI:IPI00021888.5,SLC39A7,Zinc transporter SLC39A7,1,34,34,2,24,25,12,15,37,3,0
IPI:IPI00021917.1,RIPK2,Isoform 1 of Receptor-interacting serine/threonine-protein kinase 2,2,28,6,0,12,23,10,55,15,10,0
IPI:IPI00021924.1,H1FX,Histone H1x,1,0,0,0,0,0,0,0,0,0,4
IPI:IPI00021926.4,PSMC6,26S protease regulatory subunit S10B,9,18,10,6,6,13,19,8,11,4,62
IPI:IPI00021954.1,GBF1,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1,5,36,17,1,7,37,4,0,19,4,8
IPI:IPI00021975.2,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,3,11,8,0,9,24,1,8,15,0,0
IPI:IPI00021978.1,PEX11B,Peroxisomal membrane protein 11B,5,5,1,0,0,1,0,3,1,0,22
IPI:IPI00021983.1,NCSTN,Isoform 1 of Nicastrin,2,0,0,0,0,0,0,0,0,4,9
IPI:IPI00021984.1,SNX19,Sorting nexin-19,1,0,0,0,0,1,0,0,0,0,0
IPI:IPI00021985.4,TM9SF4,Isoform 1 of Transmembrane 9 superfamily member 4,4,5,0,2,0,2,2,0,0,0,0
IPI:IPI00021987.3,RGP1,RGP1 retrograde golgi transport homolog,3,38,24,0,11,29,10,0,14,9,0
IPI:IPI00022002.6,MRPS27,"cDNA FLJ54536, highly similar to Mitochondrial 28S ribosomal protein S27",1,0,1,0,0,1,0,0,0,0,0
IPI:IPI00022004.2,ELMO1,"cDNA FLJ44602 fis, clone BLADE2008809",1,0,0,0,0,0,0,0,0,0,3
IPI:IPI00022018.1,DPM1,Dolichol-phosphate mannosyltransferase,6,100,68,9,104,62,22,58,66,36,0
IPI:IPI00022022.1,FIG4,SAC domain-containing protein 3,1,0,0,0,0,0,1,0,0,1,0
IPI:IPI00022033.6,RAB11FIP5,Rab11 family-interacting protein 5,4,153,119,0,200,150,22,204,145,50,5
IPI:IPI00022043.1,TSC1,Hamartin,2,2,2,0,0,2,0,0,2,0,0
IPI:IPI00022078.3,NDRG1,Protein NDRG1,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00022091.3,CDC16,Isoform 1 of Cell division cycle protein 16 homolog,3,8,4,0,3,11,4,0,7,2,0
IPI:IPI00022095.3,PEG10,Isoform RF1/RF2 of Retrotransposon-derived protein PEG10,6,5,2,2,0,2,0,0,2,1,130
IPI:IPI00022133.2,EPB41L2,4.1G protein,3,1,1,0,0,5,3,18,1,0,0
IPI:IPI00022143.3,FAM62A,Isoform 1 of Extended synaptotagmin-1,9,38,23,4,19,17,4,12,19,14,14
IPI:IPI00022149.1,PIP5K1A,Isoform 2 of Phosphatidylinositol-4-phosphate 5-kinase type-1 alpha,2,108,95,0,173,95,59,135,105,34,180
IPI:IPI00022150.1,PIP5K1A,Isoform 1 of Phosphatidylinositol-4-phosphate 5-kinase type-1 alpha,2,108,95,0,173,95,59,135,105,34,180
IPI:IPI00022184.1,PUM2,Isoform 3 of Pumilio homolog 2,3,6,0,0,0,0,0,0,0,0,8
IPI:IPI00022202.3,SLC25A3,"Isoform A of Phosphate carrier protein, mitochondrial",8,39,2,3,0,4,3,0,2,0,2
IPI:IPI00022203.2,CD33,Myeloid cell surface antigen CD33,2,26,19,1,11,13,4,0,14,28,0
IPI:IPI00022208.1,CEBPG,CCAAT/enhancer-binding protein gamma,1,0,0,0,0,1,0,0,0,1,0
IPI:IPI00022228.2,HDLBP,Vigilin,1,0,0,0,0,0,5,1,1,0,0
IPI:IPI00022229.1,APOB,Apolipoprotein B-100,2,0,0,0,0,0,0,0,0,0,2
IPI:IPI00022239.7,METAP1,Methionine aminopeptidase 1,3,19,22,0,2,13,2,0,9,1,0
IPI:IPI00022254.4,ATG3,Isoform 1 of Autophagy-related protein 3,1,0,3,0,0,0,0,0,0,0,0
IPI:IPI00022256.3,AP2M1,Isoform 1 of AP-2 complex subunit mu-1,8,35,14,0,39,38,6,25,19,0,0
IPI:IPI00022265.3,CCDC22,Coiled-coil domain-containing protein 22,1,0,0,0,0,2,0,0,0,0,0
IPI:IPI00022274.1,C20orf117,Isoform 3 of Uncharacterized protein C20orf117,2,7,28,0,5,15,8,4,10,6,0
IPI:IPI00022300.5,METTL7A,Methyltransferase-like protein 7A,1,0,0,0,0,0,0,0,0,0,1
